response,slide_type,slide_number,workerid,Answer.condition,image,audio,Answer.time_in_minutes
"[8925, 'No']",trial_2,52,60,age2-noQUD,13,none.wav,11.599816666666667
"[1700, 'No']",trial_2,53,60,age2-noQUD,0,summa.wav,11.599816666666667
"[2358, 'No']",trial_2,54,60,age2-noQUD,5,two.wav,11.599816666666667
"[1925, 'Yes']",trial_2,55,60,age2-noQUD,5,five.wav,11.599816666666667
"[2915, 'No']",trial_2,56,60,age2-noQUD,13,ten.wav,11.599816666666667
"[1981, 'Yes']",trial_2,57,60,age2-noQUD,2,summa.wav,11.599816666666667
"[3091, 'Yes']",trial_2,58,60,age2-noQUD,8,eight.wav,11.599816666666667
"[2541, 'Yes']",trial_2,59,60,age2-noQUD,8,eight.wav,11.599816666666667
"[2836, 'Yes']",trial_2,60,60,age2-noQUD,2,two.wav,11.599816666666667
"[2595, 'No']",trial_2,61,60,age2-noQUD,0,none.wav,11.599816666666667
"[2012, 'No']",trial_2,62,60,age2-noQUD,11,one.wav,11.599816666666667
"[2045, 'No']",trial_2,63,60,age2-noQUD,0,three.wav,11.599816666666667
"[1701, 'No']",trial_2,64,60,age2-noQUD,8,all.wav,11.599816666666667
"[1614, 'No']",trial_2,65,60,age2-noQUD,13,five.wav,11.599816666666667
"[1532, 'No']",trial_2,66,60,age2-noQUD,2,none.wav,11.599816666666667
"[1908, 'No']",trial_2,67,60,age2-noQUD,13,summa.wav,11.599816666666667
"[1572, 'Yes']",trial_2,68,60,age2-noQUD,2,two.wav,11.599816666666667
"[1820, 'No']",trial_2,69,60,age2-noQUD,0,summa.wav,11.599816666666667
"[2188, 'Yes']",trial_2,70,60,age2-noQUD,13,all.wav,11.599816666666667
"[2213, 'Yes']",trial_2,71,60,age2-noQUD,5,five.wav,11.599816666666667
"[2141, 'No']",trial_2,72,60,age2-noQUD,0,none.wav,11.599816666666667
"[1861, 'Yes']",trial_2,73,60,age2-noQUD,13,all.wav,11.599816666666667
"[2453, 'No']",trial_2,74,60,age2-noQUD,8,two.wav,11.599816666666667
"[2779, 'Yes']",trial_2,75,60,age2-noQUD,8,eight.wav,11.599816666666667
"[2086, 'No']",trial_2,76,60,age2-noQUD,13,summa.wav,11.599816666666667
"[1716, 'No']",trial_2,77,60,age2-noQUD,5,nine.wav,11.599816666666667
"[1590, 'No']",trial_2,78,60,age2-noQUD,2,twelve.wav,11.599816666666667
"[5420, 'Yes']",trial_2,79,60,age2-noQUD,11,eleven.wav,11.599816666666667
"[5332, 'Yes']",trial_2,80,60,age2-noQUD,11,summa.wav,11.599816666666667
"[1774, 'No']",trial_2,81,60,age2-noQUD,11,all.wav,11.599816666666667
"[4660, 'No']",trial_2,82,60,age2-noQUD,0,all.wav,11.599816666666667
"[0, 'Elizabeth']",bot_check,1,61,age2-noQUD,Elizabeth,,8.458783333333333
"[0, 'Four']",audio_check,3,61,age2-noQUD,,,8.458783333333333
"[1566524904030, 'Yes']",practice_trial,6,61,age2-noQUD,13,none.wav,8.458783333333333
"[1706, 'Yes']",practice_trial,7,61,age2-noQUD,13,all.wav,8.458783333333333
"[1715, 'No']",practice_trial,8,61,age2-noQUD,0,all.wav,8.458783333333333
"[3140, 'Yes']",practice_trial,9,61,age2-noQUD,0,none.wav,8.458783333333333
"[1987, 'Yes']",trial_1,11,61,age2-noQUD,13,eight.wav,8.458783333333333
"[1713, 'Yes']",trial_1,12,61,age2-noQUD,2,two.wav,8.458783333333333
"[1875, 'No']",trial_1,13,61,age2-noQUD,0,summa.wav,8.458783333333333
"[1730, 'Yes']",trial_1,14,61,age2-noQUD,0,none.wav,8.458783333333333
"[3181, 'No']",trial_1,15,61,age2-noQUD,8,eleven.wav,8.458783333333333
"[1843, 'No']",trial_1,16,61,age2-noQUD,5,all.wav,8.458783333333333
"[3307, 'No']",trial_1,17,61,age2-noQUD,5,four.wav,8.458783333333333
"[1354, 'Yes']",trial_1,18,61,age2-noQUD,13,all.wav,8.458783333333333
"[1995, 'No']",trial_1,19,61,age2-noQUD,13,summa.wav,8.458783333333333
"[1324, 'Yes']",trial_1,20,61,age2-noQUD,8,summa.wav,8.458783333333333
"[2874, 'Yes']",trial_1,21,61,age2-noQUD,8,eight.wav,8.458783333333333
"[1704, 'No']",trial_1,22,61,age2-noQUD,8,none.wav,8.458783333333333
"[1483, 'No']",trial_1,23,61,age2-noQUD,13,summa.wav,8.458783333333333
"[771, 'Yes']",trial_1,24,61,age2-noQUD,13,all.wav,8.458783333333333
"[6531, 'No']",trial_1,25,61,age2-noQUD,11,thirteen.wav,8.458783333333333
"[1275, 'Yes']",trial_1,26,61,age2-noQUD,2,two.wav,8.458783333333333
"[2027, 'No']",trial_1,27,61,age2-noQUD,0,five.wav,8.458783333333333
"[1594, 'No']",trial_1,28,61,age2-noQUD,2,all.wav,8.458783333333333
"[1722, 'No']",trial_1,29,61,age2-noQUD,0,eleven.wav,8.458783333333333
"[1355, 'Yes']",trial_1,30,61,age2-noQUD,2,two.wav,8.458783333333333
"[1835, 'No']",trial_1,31,61,age2-noQUD,0,all.wav,8.458783333333333
"[1683, 'No']",trial_1,32,61,age2-noQUD,0,summa.wav,8.458783333333333
"[2465, 'No']",trial_1,33,61,age2-noQUD,13,summa.wav,8.458783333333333
"[3348, 'Yes']",trial_1,34,61,age2-noQUD,8,eight.wav,8.458783333333333
"[2322, 'Yes']",trial_1,35,61,age2-noQUD,5,five.wav,8.458783333333333
"[1995, 'No']",trial_1,36,61,age2-noQUD,11,all.wav,8.458783333333333
"[1691, 'No']",trial_1,37,61,age2-noQUD,5,ten.wav,8.458783333333333
"[1826, 'Yes']",trial_1,38,61,age2-noQUD,5,summa.wav,8.458783333333333
"[1491, 'Yes']",trial_1,39,61,age2-noQUD,2,two.wav,8.458783333333333
"[1354, 'Yes']",trial_1,40,61,age2-noQUD,13,all.wav,8.458783333333333
"[1210, 'Yes']",trial_1,41,61,age2-noQUD,13,all.wav,8.458783333333333
"[1484, 'No']",trial_1,42,61,age2-noQUD,11,none.wav,8.458783333333333
"[1908, 'No']",trial_1,43,61,age2-noQUD,13,summa.wav,8.458783333333333
"[4428, 'No']",trial_1,44,61,age2-noQUD,11,seven.wav,8.458783333333333
"[4379, 'Yes']",trial_1,45,61,age2-noQUD,11,eleven.wav,8.458783333333333
"[1506, 'Yes']",trial_1,46,61,age2-noQUD,0,none.wav,8.458783333333333
"[3256, 'Yes']",trial_2,47,61,age2-noQUD,8,eight.wav,8.458783333333333
"[2250, 'No']",trial_2,48,61,age2-noQUD,13,none.wav,8.458783333333333
"[1155, 'Yes']",trial_2,49,61,age2-noQUD,13,all.wav,8.458783333333333
"[1002, 'Yes']",trial_2,50,61,age2-noQUD,13,all.wav,8.458783333333333
"[1948, 'Yes']",trial_2,51,61,age2-noQUD,5,five.wav,8.458783333333333
"[1640, 'No']",trial_2,52,61,age2-noQUD,13,summa.wav,8.458783333333333
"[1465, 'No']",trial_2,53,61,age2-noQUD,8,all.wav,8.458783333333333
"[1490, 'No']",trial_2,54,61,age2-noQUD,0,summa.wav,8.458783333333333
"[1652, 'No']",trial_2,55,61,age2-noQUD,5,two.wav,8.458783333333333
"[6258, 'No']",trial_2,56,61,age2-noQUD,13,ten.wav,8.458783333333333
"[3147, 'Yes']",trial_2,57,61,age2-noQUD,2,summa.wav,8.458783333333333
"[1163, 'Yes']",trial_2,58,61,age2-noQUD,2,two.wav,8.458783333333333
"[1524, 'No']",trial_2,59,61,age2-noQUD,0,three.wav,8.458783333333333
"[1761, 'No']",trial_2,60,61,age2-noQUD,13,summa.wav,8.458783333333333
"[2963, 'Yes']",trial_2,61,61,age2-noQUD,8,eight.wav,8.458783333333333
"[1435, 'No']",trial_2,62,61,age2-noQUD,5,all.wav,8.458783333333333
"[1619, 'No']",trial_2,63,61,age2-noQUD,11,one.wav,8.458783333333333
"[1393, 'Yes']",trial_2,64,61,age2-noQUD,0,none.wav,8.458783333333333
"[1220, 'No']",trial_2,65,61,age2-noQUD,2,none.wav,8.458783333333333
"[4508, 'Yes']",trial_2,66,61,age2-noQUD,11,eleven.wav,8.458783333333333
"[1372, 'Yes']",trial_2,67,61,age2-noQUD,2,two.wav,8.458783333333333
"[1786, 'No']",trial_2,68,61,age2-noQUD,11,all.wav,8.458783333333333
"[1652, 'No']",trial_2,69,61,age2-noQUD,13,summa.wav,8.458783333333333
"[1513, 'Yes']",trial_2,70,61,age2-noQUD,13,all.wav,8.458783333333333
"[1523, 'No']",trial_2,71,61,age2-noQUD,13,five.wav,8.458783333333333
"[1811, 'No']",trial_2,72,61,age2-noQUD,5,nine.wav,8.458783333333333
"[1419, 'No']",trial_2,73,61,age2-noQUD,13,summa.wav,8.458783333333333
"[1730, 'Yes']",trial_2,74,61,age2-noQUD,0,none.wav,8.458783333333333
"[1611, 'No']",trial_2,75,61,age2-noQUD,8,two.wav,8.458783333333333
"[1466, 'No']",trial_2,76,61,age2-noQUD,2,twelve.wav,8.458783333333333
"[1354, 'Yes']",trial_2,77,61,age2-noQUD,13,all.wav,8.458783333333333
"[2994, 'Yes']",trial_2,78,61,age2-noQUD,8,eight.wav,8.458783333333333
"[2156, 'No']",trial_2,79,61,age2-noQUD,0,summa.wav,8.458783333333333
"[1372, 'No']",trial_2,80,61,age2-noQUD,0,all.wav,8.458783333333333
"[1833, 'Yes']",trial_2,81,61,age2-noQUD,5,five.wav,8.458783333333333
"[1851, 'Yes']",trial_2,82,61,age2-noQUD,11,summa.wav,8.458783333333333
"[0, 'Margaret']",bot_check,1,62,age2-noQUD,Margaret,,16.6944
"[0, 'Four']",audio_check,3,62,age2-noQUD,,,16.6944
"[1438, 'No']",practice_trial,6,62,age2-noQUD,13,none.wav,16.6944
"[1400, 'Yes']",practice_trial,7,62,age2-noQUD,13,all.wav,16.6944
"[1479, 'No']",practice_trial,8,62,age2-noQUD,0,all.wav,16.6944
"[1513, 'Yes']",practice_trial,9,62,age2-noQUD,0,none.wav,16.6944
"[1615, 'No']",trial_1,11,62,age2-noQUD,0,summa.wav,16.6944
"[1385, 'Yes']",trial_1,12,62,age2-noQUD,2,two.wav,16.6944
"[1078, 'No']",trial_1,13,62,age2-noQUD,2,all.wav,16.6944
"[1475, 'No']",trial_1,14,62,age2-noQUD,5,four.wav,16.6944
"[1583, 'No']",trial_1,15,62,age2-noQUD,13,eight.wav,16.6944
"[2013, 'Yes']",trial_1,16,62,age2-noQUD,8,eight.wav,16.6944
"[1135, 'Yes']",trial_1,17,62,age2-noQUD,13,all.wav,16.6944
"[1337, 'Yes']",trial_1,18,62,age2-noQUD,0,none.wav,16.6944
"[1097, 'No']",trial_1,19,62,age2-noQUD,0,five.wav,16.6944
"[1232, 'No']",trial_1,20,62,age2-noQUD,5,all.wav,16.6944
"[1221, 'Yes']",trial_1,21,62,age2-noQUD,2,two.wav,16.6944
"[1993, 'No']",trial_1,22,62,age2-noQUD,13,summa.wav,16.6944
"[1724, 'No']",trial_1,23,62,age2-noQUD,8,none.wav,16.6944
"[912, 'Yes']",trial_1,24,62,age2-noQUD,13,all.wav,16.6944
"[2887, 'No']",trial_1,25,62,age2-noQUD,11,thirteen.wav,16.6944
"[1805, 'Yes']",trial_1,26,62,age2-noQUD,8,summa.wav,16.6944
"[2156, 'No']",trial_1,27,62,age2-noQUD,8,eleven.wav,16.6944
"[1325, 'No']",trial_1,28,62,age2-noQUD,13,summa.wav,16.6944
"[888, 'Yes']",trial_1,29,62,age2-noQUD,13,all.wav,16.6944
"[1439, 'No']",trial_1,30,62,age2-noQUD,0,summa.wav,16.6944
"[1377, 'No']",trial_1,31,62,age2-noQUD,13,summa.wav,16.6944
"[1256, 'No']",trial_1,32,62,age2-noQUD,11,all.wav,16.6944
"[2436, 'No']",trial_1,33,62,age2-noQUD,11,seven.wav,16.6944
"[1174, 'No']",trial_1,34,62,age2-noQUD,0,none.wav,16.6944
"[1355, 'No']",trial_1,35,62,age2-noQUD,0,eleven.wav,16.6944
"[4078, 'Yes']",trial_1,36,62,age2-noQUD,11,eleven.wav,16.6944
"[1332, 'No']",trial_1,37,62,age2-noQUD,13,summa.wav,16.6944
"[1037, 'Yes']",trial_1,38,62,age2-noQUD,0,all.wav,16.6944
"[1369, 'No']",trial_1,39,62,age2-noQUD,11,none.wav,16.6944
"[1601, 'Yes']",trial_1,40,62,age2-noQUD,5,summa.wav,16.6944
"[1224, 'Yes']",trial_1,41,62,age2-noQUD,2,two.wav,16.6944
"[1209, 'Yes']",trial_1,42,62,age2-noQUD,13,all.wav,16.6944
"[2215, 'Yes']",trial_1,43,62,age2-noQUD,8,eight.wav,16.6944
"[1021, 'Yes']",trial_1,44,62,age2-noQUD,5,five.wav,16.6944
"[1238, 'No']",trial_1,45,62,age2-noQUD,5,ten.wav,16.6944
"[1153, 'Yes']",trial_1,46,62,age2-noQUD,2,two.wav,16.6944
"[1529, 'No']",trial_2,47,62,age2-noQUD,0,summa.wav,16.6944
"[1604, 'No']",trial_2,48,62,age2-noQUD,13,none.wav,16.6944
"[1476, 'No']",trial_2,49,62,age2-noQUD,13,summa.wav,16.6944
"[1610, 'No']",trial_2,50,62,age2-noQUD,8,all.wav,16.6944
"[1558, 'Yes']",trial_2,51,62,age2-noQUD,13,all.wav,16.6944
"[1209, 'No']",trial_2,52,62,age2-noQUD,5,all.wav,16.6944
"[1309, 'No']",trial_2,53,62,age2-noQUD,0,three.wav,16.6944
"[1296, 'Yes']",trial_2,54,62,age2-noQUD,8,eight.wav,16.6944
"[1164, 'Yes']",trial_2,55,62,age2-noQUD,5,five.wav,16.6944
"[1311, 'No']",trial_2,56,62,age2-noQUD,13,summa.wav,16.6944
"[1342, 'No']",trial_2,57,62,age2-noQUD,11,one.wav,16.6944
"[3194, 'Yes']",trial_2,58,62,age2-noQUD,8,eight.wav,16.6944
"[839, 'Yes']",trial_2,59,62,age2-noQUD,13,all.wav,16.6944
"[1133, 'No']",trial_2,60,62,age2-noQUD,5,two.wav,16.6944
"[2781, 'No']",trial_2,61,62,age2-noQUD,13,ten.wav,16.6944
"[1565, 'Yes']",trial_2,62,62,age2-noQUD,0,none.wav,16.6944
"[1171, 'Yes']",trial_2,63,62,age2-noQUD,2,two.wav,16.6944
"[1532, 'Yes']",trial_2,64,62,age2-noQUD,2,summa.wav,16.6944
"[1088, 'No']",trial_2,65,62,age2-noQUD,2,none.wav,16.6944
"[1243, 'Yes']",trial_2,66,62,age2-noQUD,13,all.wav,16.6944
"[1321, 'No']",trial_2,67,62,age2-noQUD,0,summa.wav,16.6944
"[957, 'Yes']",trial_2,68,62,age2-noQUD,5,five.wav,16.6944
"[1407, 'Yes']",trial_2,69,62,age2-noQUD,0,none.wav,16.6944
"[1425, 'Yes']",trial_2,70,62,age2-noQUD,13,all.wav,16.6944
"[1615, 'No']",trial_2,71,62,age2-noQUD,5,nine.wav,16.6944
"[1456, 'No']",trial_2,72,62,age2-noQUD,0,all.wav,16.6944
"[1524, 'No']",trial_2,73,62,age2-noQUD,13,summa.wav,16.6944
"[1319, 'Yes']",trial_2,74,62,age2-noQUD,11,summa.wav,16.6944
"[1072, 'Yes']",trial_2,75,62,age2-noQUD,2,two.wav,16.6944
"[1434, 'No']",trial_2,76,62,age2-noQUD,13,summa.wav,16.6944
"[3495, 'Yes']",trial_2,77,62,age2-noQUD,11,eleven.wav,16.6944
"[1154, 'No']",trial_2,78,62,age2-noQUD,13,five.wav,16.6944
"[2210, 'Yes']",trial_2,79,62,age2-noQUD,8,eight.wav,16.6944
"[1995, 'No']",trial_2,80,62,age2-noQUD,8,two.wav,16.6944
"[1340, 'No']",trial_2,81,62,age2-noQUD,11,all.wav,16.6944
"[1314, 'No']",trial_2,82,62,age2-noQUD,2,twelve.wav,16.6944
"[0, 'Susan']",bot_check,1,63,age2-noQUD,Susan,,10.181966666666666
"[0, 'Four']",audio_check,3,63,age2-noQUD,,,10.181966666666666
"[2423, 'No']",practice_trial,6,63,age2-noQUD,13,none.wav,10.181966666666666
"[1816, 'Yes']",practice_trial,7,63,age2-noQUD,13,all.wav,10.181966666666666
"[1850, 'No']",practice_trial,8,63,age2-noQUD,0,all.wav,10.181966666666666
"[2412, 'Yes']",practice_trial,9,63,age2-noQUD,0,none.wav,10.181966666666666
"[2520, 'No']",trial_1,11,63,age2-noQUD,0,none.wav,10.181966666666666
"[2207, 'Yes']",trial_1,12,63,age2-noQUD,0,summa.wav,10.181966666666666
"[2781, 'No']",trial_1,13,63,age2-noQUD,13,summa.wav,10.181966666666666
"[1777, 'Yes']",trial_1,14,63,age2-noQUD,8,summa.wav,10.181966666666666
"[2007, 'No']",trial_1,15,63,age2-noQUD,2,all.wav,10.181966666666666
"[2584, 'Yes']",trial_1,16,63,age2-noQUD,5,all.wav,10.181966666666666
"[3290, 'No']",trial_1,17,63,age2-noQUD,2,two.wav,10.181966666666666
"[5861, 'Yes']",trial_1,18,63,age2-noQUD,13,all.wav,10.181966666666666
"[4651, 'Yes']",trial_1,19,63,age2-noQUD,2,two.wav,10.181966666666666
"[5759, 'Yes']",trial_1,20,63,age2-noQUD,8,eight.wav,10.181966666666666
"[1868, 'No']",trial_1,21,63,age2-noQUD,0,five.wav,10.181966666666666
"[2539, 'No']",trial_1,22,63,age2-noQUD,5,four.wav,10.181966666666666
"[2163, 'No']",trial_1,23,63,age2-noQUD,13,summa.wav,10.181966666666666
"[3226, 'No']",trial_1,24,63,age2-noQUD,8,none.wav,10.181966666666666
"[6830, 'No']",trial_1,25,63,age2-noQUD,13,eight.wav,10.181966666666666
"[1455, 'Yes']",trial_1,26,63,age2-noQUD,13,all.wav,10.181966666666666
"[2431, 'No']",trial_1,27,63,age2-noQUD,8,eleven.wav,10.181966666666666
"[6031, 'No']",trial_1,28,63,age2-noQUD,11,thirteen.wav,10.181966666666666
"[2227, 'No']",trial_1,29,63,age2-noQUD,0,summa.wav,10.181966666666666
"[1623, 'No']",trial_1,30,63,age2-noQUD,0,all.wav,10.181966666666666
"[1994, 'Yes']",trial_1,31,63,age2-noQUD,0,none.wav,10.181966666666666
"[2165, 'No']",trial_1,32,63,age2-noQUD,0,eleven.wav,10.181966666666666
"[1925, 'No']",trial_1,33,63,age2-noQUD,13,summa.wav,10.181966666666666
"[3988, 'No']",trial_1,34,63,age2-noQUD,11,seven.wav,10.181966666666666
"[1053, 'Yes']",trial_1,35,63,age2-noQUD,13,all.wav,10.181966666666666
"[3396, 'Yes']",trial_1,36,63,age2-noQUD,8,eight.wav,10.181966666666666
"[1618, 'No']",trial_1,37,63,age2-noQUD,13,summa.wav,10.181966666666666
"[1167, 'Yes']",trial_1,38,63,age2-noQUD,13,all.wav,10.181966666666666
"[1730, 'No']",trial_1,39,63,age2-noQUD,11,all.wav,10.181966666666666
"[1900, 'No']",trial_1,40,63,age2-noQUD,5,ten.wav,10.181966666666666
"[2696, 'Yes']",trial_1,41,63,age2-noQUD,5,five.wav,10.181966666666666
"[1824, 'No']",trial_1,42,63,age2-noQUD,11,none.wav,10.181966666666666
"[13292, 'Yes']",trial_1,43,63,age2-noQUD,11,eleven.wav,10.181966666666666
"[3602, 'Yes']",trial_1,44,63,age2-noQUD,5,summa.wav,10.181966666666666
"[1681, 'Yes']",trial_1,45,63,age2-noQUD,2,two.wav,10.181966666666666
"[1551, 'Yes']",trial_1,46,63,age2-noQUD,2,two.wav,10.181966666666666
"[1818, 'No']",trial_2,47,63,age2-noQUD,13,summa.wav,10.181966666666666
"[2318, 'Yes']",trial_2,48,63,age2-noQUD,5,five.wav,10.181966666666666
"[4754, 'Yes']",trial_2,49,63,age2-noQUD,8,eight.wav,10.181966666666666
"[1695, 'Yes']",trial_2,50,63,age2-noQUD,0,none.wav,10.181966666666666
"[2699, 'No']",trial_2,51,63,age2-noQUD,0,three.wav,10.181966666666666
"[1855, 'No']",trial_2,52,63,age2-noQUD,5,all.wav,10.181966666666666
"[2148, 'No']",trial_2,53,63,age2-noQUD,13,summa.wav,10.181966666666666
"[1627, 'No']",trial_2,54,63,age2-noQUD,8,all.wav,10.181966666666666
"[1940, 'No']",trial_2,55,63,age2-noQUD,0,summa.wav,10.181966666666666
"[1803, 'No']",trial_2,56,63,age2-noQUD,13,none.wav,10.181966666666666
"[1604, 'Yes']",trial_2,57,63,age2-noQUD,13,all.wav,10.181966666666666
"[1658, 'Yes']",trial_2,58,63,age2-noQUD,2,two.wav,10.181966666666666
"[1948, 'No']",trial_2,59,63,age2-noQUD,11,one.wav,10.181966666666666
"[3778, 'Yes']",trial_2,60,63,age2-noQUD,8,eight.wav,10.181966666666666
"[1624, 'No']",trial_2,61,63,age2-noQUD,5,two.wav,10.181966666666666
"[4037, 'No']",trial_2,62,63,age2-noQUD,2,summa.wav,10.181966666666666
"[1703, 'Yes']",trial_2,63,63,age2-noQUD,13,all.wav,10.181966666666666
"[4420, 'No']",trial_2,64,63,age2-noQUD,13,ten.wav,10.181966666666666
"[5415, 'Yes']",trial_2,65,63,age2-noQUD,11,eleven.wav,10.181966666666666
"[1840, 'Yes']",trial_2,66,63,age2-noQUD,0,none.wav,10.181966666666666
"[1914, 'No']",trial_2,67,63,age2-noQUD,13,five.wav,10.181966666666666
"[2528, 'No']",trial_2,68,63,age2-noQUD,5,nine.wav,10.181966666666666
"[1733, 'No']",trial_2,69,63,age2-noQUD,8,two.wav,10.181966666666666
"[1485, 'Yes']",trial_2,70,63,age2-noQUD,13,all.wav,10.181966666666666
"[1752, 'Yes']",trial_2,71,63,age2-noQUD,2,two.wav,10.181966666666666
"[1597, 'No']",trial_2,72,63,age2-noQUD,0,all.wav,10.181966666666666
"[1922, 'No']",trial_2,73,63,age2-noQUD,11,all.wav,10.181966666666666
"[1796, 'No']",trial_2,74,63,age2-noQUD,2,none.wav,10.181966666666666
"[1751, 'No']",trial_2,75,63,age2-noQUD,2,twelve.wav,10.181966666666666
"[2728, 'Yes']",trial_2,76,63,age2-noQUD,8,eight.wav,10.181966666666666
"[1656, 'Yes']",trial_2,77,63,age2-noQUD,13,all.wav,10.181966666666666
"[2132, 'No']",trial_2,78,63,age2-noQUD,0,summa.wav,10.181966666666666
"[2804, 'No']",trial_2,79,63,age2-noQUD,13,summa.wav,10.181966666666666
"[1664, 'Yes']",trial_2,80,63,age2-noQUD,5,five.wav,10.181966666666666
"[2642, 'No']",trial_2,81,63,age2-noQUD,13,summa.wav,10.181966666666666
"[3619, 'Yes']",trial_2,82,63,age2-noQUD,11,summa.wav,10.181966666666666
"[0, 'Jennifer']",bot_check,1,64,age2-noQUD,Jennifer,,14.05265
"[0, 'Four']",audio_check,3,64,age2-noQUD,,,14.05265
"[2859, 'No']",practice_trial,6,64,age2-noQUD,13,none.wav,14.05265
"[2158, 'Yes']",practice_trial,7,64,age2-noQUD,13,all.wav,14.05265
"[2433, 'Yes']",practice_trial,8,64,age2-noQUD,0,all.wav,14.05265
"[4224, 'Yes']",practice_trial,9,64,age2-noQUD,0,none.wav,14.05265
"[2123, 'No']",trial_1,11,64,age2-noQUD,5,all.wav,14.05265
"[4602, 'Yes']",trial_1,12,64,age2-noQUD,8,eight.wav,14.05265
"[1858, 'Yes']",trial_1,13,64,age2-noQUD,13,all.wav,14.05265
"[7861, 'No']",trial_1,14,64,age2-noQUD,8,eleven.wav,14.05265
"[1972, 'Yes']",trial_1,15,64,age2-noQUD,2,two.wav,14.05265
"[2012, 'No']",trial_1,16,64,age2-noQUD,8,none.wav,14.05265
"[7525, 'No']",trial_1,17,64,age2-noQUD,11,thirteen.wav,14.05265
"[3045, 'Yes']",trial_1,18,64,age2-noQUD,8,summa.wav,14.05265
"[2339, 'No']",trial_1,19,64,age2-noQUD,0,summa.wav,14.05265
"[1852, 'Yes']",trial_1,20,64,age2-noQUD,2,two.wav,14.05265
"[2929, 'Yes']",trial_1,21,64,age2-noQUD,13,all.wav,14.05265
"[2025, 'No']",trial_1,22,64,age2-noQUD,2,all.wav,14.05265
"[5081, 'No']",trial_1,23,64,age2-noQUD,13,eight.wav,14.05265
"[2775, 'Yes']",trial_1,24,64,age2-noQUD,0,none.wav,14.05265
"[2894, 'No']",trial_1,25,64,age2-noQUD,13,summa.wav,14.05265
"[2829, 'No']",trial_1,26,64,age2-noQUD,13,summa.wav,14.05265
"[2123, 'No']",trial_1,27,64,age2-noQUD,0,five.wav,14.05265
"[2981, 'No']",trial_1,28,64,age2-noQUD,5,four.wav,14.05265
"[2382, 'No']",trial_1,29,64,age2-noQUD,13,summa.wav,14.05265
"[2054, 'No']",trial_1,30,64,age2-noQUD,5,summa.wav,14.05265
"[2413, 'Yes']",trial_1,31,64,age2-noQUD,2,two.wav,14.05265
"[1947, 'No']",trial_1,32,64,age2-noQUD,13,summa.wav,14.05265
"[2530, 'No']",trial_1,33,64,age2-noQUD,0,summa.wav,14.05265
"[3563, 'Yes']",trial_1,34,64,age2-noQUD,5,five.wav,14.05265
"[1803, 'No']",trial_1,35,64,age2-noQUD,0,all.wav,14.05265
"[3502, 'Yes']",trial_1,36,64,age2-noQUD,0,none.wav,14.05265
"[6888, 'Yes']",trial_1,37,64,age2-noQUD,11,eleven.wav,14.05265
"[4465, 'Yes']",trial_1,38,64,age2-noQUD,8,eight.wav,14.05265
"[2125, 'Yes']",trial_1,39,64,age2-noQUD,13,all.wav,14.05265
"[3727, 'No']",trial_1,40,64,age2-noQUD,0,eleven.wav,14.05265
"[2919, 'Yes']",trial_1,41,64,age2-noQUD,2,two.wav,14.05265
"[2760, 'No']",trial_1,42,64,age2-noQUD,5,ten.wav,14.05265
"[2749, 'Yes']",trial_1,43,64,age2-noQUD,13,all.wav,14.05265
"[5194, 'No']",trial_1,44,64,age2-noQUD,11,seven.wav,14.05265
"[2305, 'No']",trial_1,45,64,age2-noQUD,11,none.wav,14.05265
"[2070, 'No']",trial_1,46,64,age2-noQUD,11,all.wav,14.05265
"[3265, 'No']",trial_2,47,64,age2-noQUD,13,none.wav,14.05265
"[5605, 'No']",trial_2,48,64,age2-noQUD,13,ten.wav,14.05265
"[2458, 'No']",trial_2,49,64,age2-noQUD,13,summa.wav,14.05265
"[2163, 'No']",trial_2,50,64,age2-noQUD,0,summa.wav,14.05265
"[4593, 'Yes']",trial_2,51,64,age2-noQUD,8,eight.wav,14.05265
"[3270, 'Yes']",trial_2,52,64,age2-noQUD,0,none.wav,14.05265
"[1991, 'Yes']",trial_2,53,64,age2-noQUD,2,two.wav,14.05265
"[2108, 'Yes']",trial_2,54,64,age2-noQUD,13,all.wav,14.05265
"[2025, 'No']",trial_2,55,64,age2-noQUD,11,one.wav,14.05265
"[1912, 'No']",trial_2,56,64,age2-noQUD,0,three.wav,14.05265
"[1785, 'No']",trial_2,57,64,age2-noQUD,8,all.wav,14.05265
"[2989, 'Yes']",trial_2,58,64,age2-noQUD,5,five.wav,14.05265
"[1995, 'No']",trial_2,59,64,age2-noQUD,5,two.wav,14.05265
"[3420, 'Yes']",trial_2,60,64,age2-noQUD,8,eight.wav,14.05265
"[2447, 'Yes']",trial_2,61,64,age2-noQUD,2,summa.wav,14.05265
"[1879, 'Yes']",trial_2,62,64,age2-noQUD,13,all.wav,14.05265
"[2095, 'No']",trial_2,63,64,age2-noQUD,13,summa.wav,14.05265
"[1894, 'No']",trial_2,64,64,age2-noQUD,5,all.wav,14.05265
"[3526, 'Yes']",trial_2,65,64,age2-noQUD,8,eight.wav,14.05265
"[1788, 'No']",trial_2,66,64,age2-noQUD,13,summa.wav,14.05265
"[1840, 'No']",trial_2,67,64,age2-noQUD,2,twelve.wav,14.05265
"[2561, 'Yes']",trial_2,68,64,age2-noQUD,0,none.wav,14.05265
"[2110, 'Yes']",trial_2,69,64,age2-noQUD,11,summa.wav,14.05265
"[1954, 'No']",trial_2,70,64,age2-noQUD,0,summa.wav,14.05265
