response,slide_type,slide_number,workerid,Answer.condition,image,audio,Answer.time_in_minutes
"[1422, 'Yes']",trial_1,37,56,age2-noQUD,13,all.wav,10.557533333333334
"[7009, 'No']",trial_1,38,56,age2-noQUD,8,eight.wav,10.557533333333334
"[8458, 'Yes']",trial_1,39,56,age2-noQUD,11,eleven.wav,10.557533333333334
"[2176, 'No']",trial_1,40,56,age2-noQUD,13,summa.wav,10.557533333333334
"[2275, 'Yes']",trial_1,41,56,age2-noQUD,5,five.wav,10.557533333333334
"[1896, 'No']",trial_1,42,56,age2-noQUD,13,summa.wav,10.557533333333334
"[1688, 'No']",trial_1,43,56,age2-noQUD,11,all.wav,10.557533333333334
"[1990, 'Yes']",trial_1,44,56,age2-noQUD,5,summa.wav,10.557533333333334
"[1968, 'No']",trial_1,45,56,age2-noQUD,0,eleven.wav,10.557533333333334
"[1853, 'Yes']",trial_1,46,56,age2-noQUD,2,two.wav,10.557533333333334
"[1774, 'Yes']",trial_2,47,56,age2-noQUD,2,two.wav,10.557533333333334
"[1640, 'No']",trial_2,48,56,age2-noQUD,5,two.wav,10.557533333333334
"[2012, 'No']",trial_2,49,56,age2-noQUD,13,summa.wav,10.557533333333334
"[1848, 'No']",trial_2,50,56,age2-noQUD,13,summa.wav,10.557533333333334
"[1680, 'No']",trial_2,51,56,age2-noQUD,13,none.wav,10.557533333333334
"[1841, 'No']",trial_2,52,56,age2-noQUD,0,three.wav,10.557533333333334
"[1726, 'No']",trial_2,53,56,age2-noQUD,11,one.wav,10.557533333333334
"[5346, 'No']",trial_2,54,56,age2-noQUD,13,ten.wav,10.557533333333334
"[1646, 'Yes']",trial_2,55,56,age2-noQUD,0,none.wav,10.557533333333334
"[1833, 'No']",trial_2,56,56,age2-noQUD,0,summa.wav,10.557533333333334
"[1452, 'No']",trial_2,57,56,age2-noQUD,5,all.wav,10.557533333333334
"[4075, 'Yes']",trial_2,58,56,age2-noQUD,8,eight.wav,10.557533333333334
"[1743, 'Yes']",trial_2,59,56,age2-noQUD,2,summa.wav,10.557533333333334
"[2852, 'Yes']",trial_2,60,56,age2-noQUD,8,eight.wav,10.557533333333334
"[1898, 'Yes']",trial_2,61,56,age2-noQUD,5,five.wav,10.557533333333334
"[1375, 'Yes']",trial_2,62,56,age2-noQUD,13,all.wav,10.557533333333334
"[1510, 'No']",trial_2,63,56,age2-noQUD,8,all.wav,10.557533333333334
"[1472, 'Yes']",trial_2,64,56,age2-noQUD,13,all.wav,10.557533333333334
"[1723, 'No']",trial_2,65,56,age2-noQUD,8,two.wav,10.557533333333334
"[1647, 'No']",trial_2,66,56,age2-noQUD,0,summa.wav,10.557533333333334
"[1731, 'No']",trial_2,67,56,age2-noQUD,2,twelve.wav,10.557533333333334
"[1746, 'No']",trial_2,68,56,age2-noQUD,13,summa.wav,10.557533333333334
"[2993, 'Yes']",trial_2,69,56,age2-noQUD,8,eight.wav,10.557533333333334
"[1254, 'No']",trial_2,70,56,age2-noQUD,0,all.wav,10.557533333333334
"[3945, 'Yes']",trial_2,71,56,age2-noQUD,11,eleven.wav,10.557533333333334
"[1973, 'No']",trial_2,72,56,age2-noQUD,5,nine.wav,10.557533333333334
"[1748, 'No']",trial_2,73,56,age2-noQUD,2,none.wav,10.557533333333334
"[1880, 'Yes']",trial_2,74,56,age2-noQUD,5,five.wav,10.557533333333334
"[1513, 'Yes']",trial_2,75,56,age2-noQUD,13,all.wav,10.557533333333334
"[1677, 'Yes']",trial_2,76,56,age2-noQUD,11,summa.wav,10.557533333333334
"[1353, 'No']",trial_2,77,56,age2-noQUD,11,all.wav,10.557533333333334
"[1564, 'Yes']",trial_2,78,56,age2-noQUD,0,none.wav,10.557533333333334
"[1483, 'Yes']",trial_2,79,56,age2-noQUD,13,all.wav,10.557533333333334
"[1577, 'No']",trial_2,80,56,age2-noQUD,13,summa.wav,10.557533333333334
"[1670, 'Yes']",trial_2,81,56,age2-noQUD,2,two.wav,10.557533333333334
"[1649, 'No']",trial_2,82,56,age2-noQUD,13,five.wav,10.557533333333334
"[0, 'Jessica']",bot_check,1,57,age2-noQUD,Jessica,,12.049583333333333
"[0, 'Four']",audio_check,3,57,age2-noQUD,,,12.049583333333333
"[3092, 'No']",practice_trial,6,57,age2-noQUD,13,none.wav,12.049583333333333
"[2308, 'Yes']",practice_trial,7,57,age2-noQUD,13,all.wav,12.049583333333333
"[2480, 'No']",practice_trial,8,57,age2-noQUD,0,all.wav,12.049583333333333
"[3594, 'Yes']",practice_trial,9,57,age2-noQUD,0,none.wav,12.049583333333333
"[2098, 'Yes']",trial_1,11,57,age2-noQUD,2,two.wav,12.049583333333333
"[2592, 'Yes']",trial_1,12,57,age2-noQUD,8,eight.wav,12.049583333333333
"[2518, 'No']",trial_1,13,57,age2-noQUD,5,four.wav,12.049583333333333
"[2226, 'No']",trial_1,14,57,age2-noQUD,5,all.wav,12.049583333333333
"[2897, 'No']",trial_1,15,57,age2-noQUD,13,summa.wav,12.049583333333333
"[2118, 'No']",trial_1,16,57,age2-noQUD,8,none.wav,12.049583333333333
"[2162, 'No']",trial_1,17,57,age2-noQUD,0,summa.wav,12.049583333333333
"[2490, 'No']",trial_1,18,57,age2-noQUD,8,eleven.wav,12.049583333333333
"[6652, 'No']",trial_1,19,57,age2-noQUD,11,thirteen.wav,12.049583333333333
"[2094, 'Yes']",trial_1,20,57,age2-noQUD,13,all.wav,12.049583333333333
"[1876, 'No']",trial_1,21,57,age2-noQUD,0,five.wav,12.049583333333333
"[1691, 'Yes']",trial_1,22,57,age2-noQUD,0,none.wav,12.049583333333333
"[1763, 'No']",trial_1,23,57,age2-noQUD,13,summa.wav,12.049583333333333
"[1522, 'Yes']",trial_1,24,57,age2-noQUD,2,two.wav,12.049583333333333
"[1978, 'Yes']",trial_1,25,57,age2-noQUD,13,all.wav,12.049583333333333
"[3783, 'Yes']",trial_1,26,57,age2-noQUD,8,summa.wav,12.049583333333333
"[1617, 'No']",trial_1,27,57,age2-noQUD,2,all.wav,12.049583333333333
"[1730, 'No']",trial_1,28,57,age2-noQUD,13,eight.wav,12.049583333333333
"[1800, 'Yes']",trial_1,29,57,age2-noQUD,5,five.wav,12.049583333333333
"[1867, 'No']",trial_1,30,57,age2-noQUD,11,none.wav,12.049583333333333
"[1952, 'No']",trial_1,31,57,age2-noQUD,0,all.wav,12.049583333333333
"[1707, 'No']",trial_1,32,57,age2-noQUD,5,ten.wav,12.049583333333333
"[1662, 'Yes']",trial_1,33,57,age2-noQUD,13,all.wav,12.049583333333333
"[1515, 'No']",trial_1,34,57,age2-noQUD,11,all.wav,12.049583333333333
"[1962, 'No']",trial_1,35,57,age2-noQUD,13,summa.wav,12.049583333333333
"[1540, 'No']",trial_1,36,57,age2-noQUD,13,summa.wav,12.049583333333333
"[1805, 'Yes']",trial_1,37,57,age2-noQUD,0,none.wav,12.049583333333333
"[9497, 'Yes']",trial_1,38,57,age2-noQUD,11,eleven.wav,12.049583333333333
"[1719, 'Yes']",trial_1,39,57,age2-noQUD,2,two.wav,12.049583333333333
"[1927, 'No']",trial_1,40,57,age2-noQUD,0,eleven.wav,12.049583333333333
"[1737, 'Yes']",trial_1,41,57,age2-noQUD,13,all.wav,12.049583333333333
"[2851, 'Yes']",trial_1,42,57,age2-noQUD,5,summa.wav,12.049583333333333
"[1825, 'No']",trial_1,43,57,age2-noQUD,0,summa.wav,12.049583333333333
"[3061, 'Yes']",trial_1,44,57,age2-noQUD,8,eight.wav,12.049583333333333
"[1681, 'Yes']",trial_1,45,57,age2-noQUD,2,two.wav,12.049583333333333
"[2589, 'No']",trial_1,46,57,age2-noQUD,11,seven.wav,12.049583333333333
"[1865, 'Yes']",trial_2,47,57,age2-noQUD,0,none.wav,12.049583333333333
"[1965, 'No']",trial_2,48,57,age2-noQUD,11,one.wav,12.049583333333333
"[1901, 'No']",trial_2,49,57,age2-noQUD,0,three.wav,12.049583333333333
"[2395, 'Yes']",trial_2,50,57,age2-noQUD,8,eight.wav,12.049583333333333
"[1971, 'No']",trial_2,51,57,age2-noQUD,13,summa.wav,12.049583333333333
"[3001, 'Yes']",trial_2,52,57,age2-noQUD,8,eight.wav,12.049583333333333
"[2028, 'No']",trial_2,53,57,age2-noQUD,13,ten.wav,12.049583333333333
"[1743, 'Yes']",trial_2,54,57,age2-noQUD,13,all.wav,12.049583333333333
"[3572, 'Yes']",trial_2,55,57,age2-noQUD,2,summa.wav,12.049583333333333
"[2184, 'No']",trial_2,56,57,age2-noQUD,0,summa.wav,12.049583333333333
"[2064, 'No']",trial_2,57,57,age2-noQUD,5,two.wav,12.049583333333333
"[1974, 'Yes']",trial_2,58,57,age2-noQUD,5,five.wav,12.049583333333333
"[1889, 'Yes']",trial_2,59,57,age2-noQUD,2,two.wav,12.049583333333333
"[1665, 'No']",trial_2,60,57,age2-noQUD,13,none.wav,12.049583333333333
"[1991, 'No']",trial_2,61,57,age2-noQUD,5,all.wav,12.049583333333333
"[1725, 'No']",trial_2,62,57,age2-noQUD,13,summa.wav,12.049583333333333
"[1781, 'No']",trial_2,63,57,age2-noQUD,8,all.wav,12.049583333333333
"[1511, 'Yes']",trial_2,64,57,age2-noQUD,13,all.wav,12.049583333333333
"[2577, 'Yes']",trial_2,65,57,age2-noQUD,2,two.wav,12.049583333333333
"[2063, 'No']",trial_2,66,57,age2-noQUD,2,twelve.wav,12.049583333333333
"[1780, 'Yes']",trial_2,67,57,age2-noQUD,13,all.wav,12.049583333333333
"[2961, 'Yes']",trial_2,68,57,age2-noQUD,11,summa.wav,12.049583333333333
"[2027, 'Yes']",trial_2,69,57,age2-noQUD,5,five.wav,12.049583333333333
"[1851, 'No']",trial_2,70,57,age2-noQUD,5,nine.wav,12.049583333333333
"[1994, 'No']",trial_2,71,57,age2-noQUD,2,none.wav,12.049583333333333
"[1948, 'No']",trial_2,72,57,age2-noQUD,0,summa.wav,12.049583333333333
"[1638, 'No']",trial_2,73,57,age2-noQUD,13,five.wav,12.049583333333333
"[3173, 'No']",trial_2,74,57,age2-noQUD,0,all.wav,12.049583333333333
"[8967, 'Yes']",trial_2,75,57,age2-noQUD,11,eleven.wav,12.049583333333333
"[2483, 'Yes']",trial_2,76,57,age2-noQUD,13,summa.wav,12.049583333333333
"[2305, 'No']",trial_2,77,57,age2-noQUD,11,all.wav,12.049583333333333
"[3635, 'No']",trial_2,78,57,age2-noQUD,13,summa.wav,12.049583333333333
"[1833, 'Yes']",trial_2,79,57,age2-noQUD,0,none.wav,12.049583333333333
"[1761, 'Yes']",trial_2,80,57,age2-noQUD,13,all.wav,12.049583333333333
"[1993, 'No']",trial_2,81,57,age2-noQUD,8,two.wav,12.049583333333333
"[3371, 'Yes']",trial_2,82,57,age2-noQUD,8,eight.wav,12.049583333333333
"[0, 'Jessica']",bot_check,1,58,age2-noQUD,Jessica,,12.836116666666667
"[0, 'Four']",audio_check,3,58,age2-noQUD,,,12.836116666666667
"[1823, 'No']",practice_trial,6,58,age2-noQUD,13,none.wav,12.836116666666667
"[2610, 'Yes']",practice_trial,7,58,age2-noQUD,13,all.wav,12.836116666666667
"[2900, 'No']",practice_trial,8,58,age2-noQUD,0,all.wav,12.836116666666667
"[3170, 'Yes']",practice_trial,9,58,age2-noQUD,0,none.wav,12.836116666666667
"[2734, 'Yes']",trial_1,11,58,age2-noQUD,8,eight.wav,12.836116666666667
"[1880, 'No']",trial_1,12,58,age2-noQUD,2,all.wav,12.836116666666667
"[2245, 'No']",trial_1,13,58,age2-noQUD,0,five.wav,12.836116666666667
"[2115, 'No']",trial_1,14,58,age2-noQUD,8,none.wav,12.836116666666667
"[1930, 'Yes']",trial_1,15,58,age2-noQUD,2,two.wav,12.836116666666667
"[2652, 'Yes']",trial_1,16,58,age2-noQUD,8,summa.wav,12.836116666666667
"[1964, 'Yes']",trial_1,17,58,age2-noQUD,0,none.wav,12.836116666666667
"[1938, 'Yes']",trial_1,18,58,age2-noQUD,2,two.wav,12.836116666666667
"[2195, 'No']",trial_1,19,58,age2-noQUD,0,summa.wav,12.836116666666667
"[6197, 'No']",trial_1,20,58,age2-noQUD,11,thirteen.wav,12.836116666666667
"[4492, 'No']",trial_1,21,58,age2-noQUD,13,summa.wav,12.836116666666667
"[2604, 'No']",trial_1,22,58,age2-noQUD,8,eleven.wav,12.836116666666667
"[2202, 'No']",trial_1,23,58,age2-noQUD,5,four.wav,12.836116666666667
"[2119, 'Yes']",trial_1,24,58,age2-noQUD,13,all.wav,12.836116666666667
"[2673, 'No']",trial_1,25,58,age2-noQUD,13,eight.wav,12.836116666666667
"[2026, 'Yes']",trial_1,26,58,age2-noQUD,13,all.wav,12.836116666666667
"[3854, 'No']",trial_1,27,58,age2-noQUD,13,summa.wav,12.836116666666667
"[2092, 'No']",trial_1,28,58,age2-noQUD,5,all.wav,12.836116666666667
"[2089, 'No']",trial_1,29,58,age2-noQUD,5,ten.wav,12.836116666666667
"[2359, 'No']",trial_1,30,58,age2-noQUD,13,summa.wav,12.836116666666667
"[2239, 'No']",trial_1,31,58,age2-noQUD,11,none.wav,12.836116666666667
"[2832, 'Yes']",trial_1,32,58,age2-noQUD,8,eight.wav,12.836116666666667
"[3260, 'No']",trial_1,33,58,age2-noQUD,11,seven.wav,12.836116666666667
"[2594, 'Yes']",trial_1,34,58,age2-noQUD,11,eleven.wav,12.836116666666667
"[2228, 'Yes']",trial_1,35,58,age2-noQUD,13,all.wav,12.836116666666667
"[2191, 'No']",trial_1,36,58,age2-noQUD,0,eleven.wav,12.836116666666667
"[1944, 'Yes']",trial_1,37,58,age2-noQUD,2,two.wav,12.836116666666667
"[2279, 'Yes']",trial_1,38,58,age2-noQUD,0,none.wav,12.836116666666667
"[3077, 'No']",trial_1,39,58,age2-noQUD,13,summa.wav,12.836116666666667
"[2530, 'No']",trial_1,40,58,age2-noQUD,0,all.wav,12.836116666666667
"[2287, 'No']",trial_1,41,58,age2-noQUD,0,summa.wav,12.836116666666667
"[1945, 'Yes']",trial_1,42,58,age2-noQUD,13,all.wav,12.836116666666667
"[1948, 'No']",trial_1,43,58,age2-noQUD,11,all.wav,12.836116666666667
"[2117, 'Yes']",trial_1,44,58,age2-noQUD,2,two.wav,12.836116666666667
"[2034, 'Yes']",trial_1,45,58,age2-noQUD,5,five.wav,12.836116666666667
"[3188, 'Yes']",trial_1,46,58,age2-noQUD,5,summa.wav,12.836116666666667
"[2009, 'No']",trial_2,47,58,age2-noQUD,8,all.wav,12.836116666666667
"[2128, 'No']",trial_2,48,58,age2-noQUD,13,ten.wav,12.836116666666667
"[2033, 'Yes']",trial_2,49,58,age2-noQUD,8,eight.wav,12.836116666666667
"[2751, 'Yes']",trial_2,50,58,age2-noQUD,2,summa.wav,12.836116666666667
"[2496, 'Yes']",trial_2,51,58,age2-noQUD,0,none.wav,12.836116666666667
"[2178, 'Yes']",trial_2,52,58,age2-noQUD,5,five.wav,12.836116666666667
"[2182, 'Yes']",trial_2,53,58,age2-noQUD,2,two.wav,12.836116666666667
"[1980, 'No']",trial_2,54,58,age2-noQUD,5,all.wav,12.836116666666667
"[2094, 'Yes']",trial_2,55,58,age2-noQUD,13,all.wav,12.836116666666667
"[2102, 'Yes']",trial_2,56,58,age2-noQUD,8,eight.wav,12.836116666666667
"[2363, 'No']",trial_2,57,58,age2-noQUD,13,summa.wav,12.836116666666667
"[2309, 'No']",trial_2,58,58,age2-noQUD,5,two.wav,12.836116666666667
"[2183, 'No']",trial_2,59,58,age2-noQUD,13,summa.wav,12.836116666666667
"[2091, 'Yes']",trial_2,60,58,age2-noQUD,13,all.wav,12.836116666666667
"[2186, 'No']",trial_2,61,58,age2-noQUD,13,none.wav,12.836116666666667
"[2352, 'No']",trial_2,62,58,age2-noQUD,11,one.wav,12.836116666666667
"[2299, 'No']",trial_2,63,58,age2-noQUD,0,three.wav,12.836116666666667
"[2522, 'No']",trial_2,64,58,age2-noQUD,0,summa.wav,12.836116666666667
"[2161, 'No']",trial_2,65,58,age2-noQUD,2,none.wav,12.836116666666667
"[2318, 'No']",trial_2,66,58,age2-noQUD,8,two.wav,12.836116666666667
"[2150, 'Yes']",trial_2,67,58,age2-noQUD,2,two.wav,12.836116666666667
"[4361, 'Yes']",trial_2,68,58,age2-noQUD,11,eleven.wav,12.836116666666667
"[3168, 'Yes']",trial_2,69,58,age2-noQUD,11,summa.wav,12.836116666666667
"[2335, 'Yes']",trial_2,70,58,age2-noQUD,13,all.wav,12.836116666666667
"[2406, 'No']",trial_2,71,58,age2-noQUD,13,five.wav,12.836116666666667
"[2277, 'No']",trial_2,72,58,age2-noQUD,0,summa.wav,12.836116666666667
"[4034, 'No']",trial_2,73,58,age2-noQUD,13,summa.wav,12.836116666666667
"[2109, 'No']",trial_2,74,58,age2-noQUD,0,all.wav,12.836116666666667
"[2227, 'Yes']",trial_2,75,58,age2-noQUD,0,none.wav,12.836116666666667
"[2310, 'No']",trial_2,76,58,age2-noQUD,5,nine.wav,12.836116666666667
"[2325, 'No']",trial_2,77,58,age2-noQUD,11,all.wav,12.836116666666667
"[2163, 'Yes']",trial_2,78,58,age2-noQUD,13,all.wav,12.836116666666667
"[2234, 'Yes']",trial_2,79,58,age2-noQUD,8,eight.wav,12.836116666666667
"[2269, 'No']",trial_2,80,58,age2-noQUD,2,twelve.wav,12.836116666666667
"[2361, 'Yes']",trial_2,81,58,age2-noQUD,5,five.wav,12.836116666666667
"[2367, 'No']",trial_2,82,58,age2-noQUD,13,summa.wav,12.836116666666667
"[0, 'Sarah']",bot_check,1,59,age2-noQUD,Sarah,,11.3539
"[0, 'Four']",audio_check,3,59,age2-noQUD,,,11.3539
"[2457, 'No']",practice_trial,6,59,age2-noQUD,13,none.wav,11.3539
"[2500, 'Yes']",practice_trial,7,59,age2-noQUD,13,all.wav,11.3539
"[1980, 'No']",practice_trial,8,59,age2-noQUD,0,all.wav,11.3539
"[3053, 'Yes']",practice_trial,9,59,age2-noQUD,0,none.wav,11.3539
"[4431, 'Yes']",trial_1,11,59,age2-noQUD,8,eight.wav,11.3539
"[1926, 'No']",trial_1,12,59,age2-noQUD,13,summa.wav,11.3539
"[1454, 'Yes']",trial_1,13,59,age2-noQUD,13,all.wav,11.3539
"[1718, 'No']",trial_1,14,59,age2-noQUD,2,all.wav,11.3539
"[1685, 'No']",trial_1,15,59,age2-noQUD,0,summa.wav,11.3539
"[1659, 'No']",trial_1,16,59,age2-noQUD,5,all.wav,11.3539
"[2356, 'No']",trial_1,17,59,age2-noQUD,5,four.wav,11.3539
"[1816, 'No']",trial_1,18,59,age2-noQUD,13,eight.wav,11.3539
"[1977, 'No']",trial_1,19,59,age2-noQUD,0,five.wav,11.3539
"[3760, 'No']",trial_1,20,59,age2-noQUD,8,eleven.wav,11.3539
"[8018, 'No']",trial_1,21,59,age2-noQUD,11,thirteen.wav,11.3539
"[1559, 'Yes']",trial_1,22,59,age2-noQUD,2,two.wav,11.3539
"[964, 'Yes']",trial_1,23,59,age2-noQUD,13,all.wav,11.3539
"[1492, 'Yes']",trial_1,24,59,age2-noQUD,0,none.wav,11.3539
"[2133, 'No']",trial_1,25,59,age2-noQUD,8,none.wav,11.3539
"[1981, 'Yes']",trial_1,26,59,age2-noQUD,8,summa.wav,11.3539
"[1497, 'No']",trial_1,27,59,age2-noQUD,13,summa.wav,11.3539
"[1555, 'Yes']",trial_1,28,59,age2-noQUD,2,two.wav,11.3539
"[2235, 'No']",trial_1,29,59,age2-noQUD,5,ten.wav,11.3539
"[1770, 'Yes']",trial_1,30,59,age2-noQUD,2,two.wav,11.3539
"[5471, 'Yes']",trial_1,31,59,age2-noQUD,11,eleven.wav,11.3539
"[2116, 'No']",trial_1,32,59,age2-noQUD,0,all.wav,11.3539
"[1825, 'Yes']",trial_1,33,59,age2-noQUD,0,none.wav,11.3539
"[1080, 'Yes']",trial_1,34,59,age2-noQUD,13,all.wav,11.3539
"[1372, 'Yes']",trial_1,35,59,age2-noQUD,13,all.wav,11.3539
"[4289, 'Yes']",trial_1,36,59,age2-noQUD,8,eight.wav,11.3539
"[1358, 'No']",trial_1,37,59,age2-noQUD,13,summa.wav,11.3539
"[2179, 'Yes']",trial_1,38,59,age2-noQUD,5,summa.wav,11.3539
"[1648, 'Yes']",trial_1,39,59,age2-noQUD,2,two.wav,11.3539
"[2078, 'No']",trial_1,40,59,age2-noQUD,0,summa.wav,11.3539
"[2057, 'No']",trial_1,41,59,age2-noQUD,0,eleven.wav,11.3539
"[3620, 'No']",trial_1,42,59,age2-noQUD,11,seven.wav,11.3539
"[2090, 'No']",trial_1,43,59,age2-noQUD,11,none.wav,11.3539
"[2630, 'Yes']",trial_1,44,59,age2-noQUD,5,five.wav,11.3539
"[1806, 'No']",trial_1,45,59,age2-noQUD,11,all.wav,11.3539
"[1587, 'No']",trial_1,46,59,age2-noQUD,13,summa.wav,11.3539
"[2142, 'Yes']",trial_2,47,59,age2-noQUD,0,none.wav,11.3539
"[3478, 'Yes']",trial_2,48,59,age2-noQUD,8,eight.wav,11.3539
"[2079, 'Yes']",trial_2,49,59,age2-noQUD,5,five.wav,11.3539
"[1608, 'No']",trial_2,50,59,age2-noQUD,5,all.wav,11.3539
"[1493, 'Yes']",trial_2,51,59,age2-noQUD,13,all.wav,11.3539
"[1973, 'No']",trial_2,52,59,age2-noQUD,11,one.wav,11.3539
"[1634, 'No']",trial_2,53,59,age2-noQUD,8,all.wav,11.3539
"[1587, 'No']",trial_2,54,59,age2-noQUD,13,summa.wav,11.3539
"[1412, 'No']",trial_2,55,59,age2-noQUD,13,summa.wav,11.3539
"[1868, 'No']",trial_2,56,59,age2-noQUD,13,ten.wav,11.3539
"[1781, 'No']",trial_2,57,59,age2-noQUD,0,three.wav,11.3539
"[3172, 'Yes']",trial_2,58,59,age2-noQUD,8,eight.wav,11.3539
"[1807, 'No']",trial_2,59,59,age2-noQUD,0,summa.wav,11.3539
"[1421, 'Yes']",trial_2,60,59,age2-noQUD,13,all.wav,11.3539
"[1722, 'Yes']",trial_2,61,59,age2-noQUD,2,two.wav,11.3539
"[1462, 'No']",trial_2,62,59,age2-noQUD,13,none.wav,11.3539
"[4533, 'No']",trial_2,63,59,age2-noQUD,5,two.wav,11.3539
"[3893, 'Yes']",trial_2,64,59,age2-noQUD,2,summa.wav,11.3539
"[1765, 'No']",trial_2,65,59,age2-noQUD,0,summa.wav,11.3539
"[2017, 'No']",trial_2,66,59,age2-noQUD,2,none.wav,11.3539
"[1634, 'No']",trial_2,67,59,age2-noQUD,11,all.wav,11.3539
"[1991, 'Yes']",trial_2,68,59,age2-noQUD,11,summa.wav,11.3539
"[2026, 'No']",trial_2,69,59,age2-noQUD,8,two.wav,11.3539
"[2192, 'No']",trial_2,70,59,age2-noQUD,0,all.wav,11.3539
"[1510, 'Yes']",trial_2,71,59,age2-noQUD,13,all.wav,11.3539
"[1501, 'Yes']",trial_2,72,59,age2-noQUD,13,all.wav,11.3539
"[1861, 'No']",trial_2,73,59,age2-noQUD,5,nine.wav,11.3539
"[3670, 'Yes']",trial_2,74,59,age2-noQUD,11,eleven.wav,11.3539
"[2025, 'Yes']",trial_2,75,59,age2-noQUD,0,none.wav,11.3539
"[1731, 'Yes']",trial_2,76,59,age2-noQUD,5,five.wav,11.3539
"[3844, 'Yes']",trial_2,77,59,age2-noQUD,8,eight.wav,11.3539
"[1818, 'No']",trial_2,78,59,age2-noQUD,2,twelve.wav,11.3539
"[1721, 'No']",trial_2,79,59,age2-noQUD,13,summa.wav,11.3539
"[1460, 'No']",trial_2,80,59,age2-noQUD,13,summa.wav,11.3539
"[1638, 'No']",trial_2,81,59,age2-noQUD,13,five.wav,11.3539
"[1405, 'Yes']",trial_2,82,59,age2-noQUD,2,two.wav,11.3539
"[0, 'Margaret']",bot_check,1,60,age2-noQUD,Margaret,,11.599816666666667
"[0, 'Four']",audio_check,3,60,age2-noQUD,,,11.599816666666667
"[1956, 'No']",practice_trial,6,60,age2-noQUD,13,none.wav,11.599816666666667
"[1670, 'Yes']",practice_trial,7,60,age2-noQUD,13,all.wav,11.599816666666667
"[2486, 'No']",practice_trial,8,60,age2-noQUD,0,all.wav,11.599816666666667
"[2541, 'Yes']",practice_trial,9,60,age2-noQUD,0,none.wav,11.599816666666667
"[9564, 'No']",trial_1,11,60,age2-noQUD,13,eight.wav,11.599816666666667
"[3490, 'No']",trial_1,12,60,age2-noQUD,13,summa.wav,11.599816666666667
"[3757, 'No']",trial_1,13,60,age2-noQUD,8,eleven.wav,11.599816666666667
"[1781, 'No']",trial_1,14,60,age2-noQUD,2,all.wav,11.599816666666667
"[4317, 'No']",trial_1,15,60,age2-noQUD,8,eight.wav,11.599816666666667
"[2252, 'Yes']",trial_1,16,60,age2-noQUD,2,two.wav,11.599816666666667
"[2309, 'No']",trial_1,17,60,age2-noQUD,13,summa.wav,11.599816666666667
"[1523, 'No']",trial_1,18,60,age2-noQUD,5,all.wav,11.599816666666667
"[1806, 'No']",trial_1,19,60,age2-noQUD,8,none.wav,11.599816666666667
"[1789, 'Yes']",trial_1,20,60,age2-noQUD,13,all.wav,11.599816666666667
"[1461, 'Yes']",trial_1,21,60,age2-noQUD,13,all.wav,11.599816666666667
"[2662, 'No']",trial_1,22,60,age2-noQUD,8,summa.wav,11.599816666666667
"[1644, 'No']",trial_1,23,60,age2-noQUD,0,none.wav,11.599816666666667
"[6301, 'No']",trial_1,24,60,age2-noQUD,11,thirteen.wav,11.599816666666667
"[2246, 'No']",trial_1,25,60,age2-noQUD,5,four.wav,11.599816666666667
"[2228, 'No']",trial_1,26,60,age2-noQUD,0,summa.wav,11.599816666666667
"[2140, 'Yes']",trial_1,27,60,age2-noQUD,2,two.wav,11.599816666666667
"[1678, 'No']",trial_1,28,60,age2-noQUD,0,five.wav,11.599816666666667
"[2357, 'No']",trial_1,29,60,age2-noQUD,13,summa.wav,11.599816666666667
"[1462, 'No']",trial_1,30,60,age2-noQUD,11,none.wav,11.599816666666667
"[1556, 'Yes']",trial_1,31,60,age2-noQUD,13,all.wav,11.599816666666667
"[2037, 'No']",trial_1,32,60,age2-noQUD,0,eleven.wav,11.599816666666667
"[1973, 'No']",trial_1,33,60,age2-noQUD,11,all.wav,11.599816666666667
"[3325, 'No']",trial_1,34,60,age2-noQUD,11,seven.wav,11.599816666666667
"[1804, 'Yes']",trial_1,35,60,age2-noQUD,0,none.wav,11.599816666666667
"[1876, 'No']",trial_1,36,60,age2-noQUD,5,ten.wav,11.599816666666667
"[2821, 'Yes']",trial_1,37,60,age2-noQUD,8,eight.wav,11.599816666666667
"[1957, 'Yes']",trial_1,38,60,age2-noQUD,5,five.wav,11.599816666666667
"[2387, 'No']",trial_1,39,60,age2-noQUD,5,summa.wav,11.599816666666667
"[3093, 'No']",trial_1,40,60,age2-noQUD,13,summa.wav,11.599816666666667
"[1837, 'Yes']",trial_1,41,60,age2-noQUD,13,all.wav,11.599816666666667
"[6189, 'Yes']",trial_1,42,60,age2-noQUD,11,eleven.wav,11.599816666666667
"[1652, 'Yes']",trial_1,43,60,age2-noQUD,2,two.wav,11.599816666666667
"[1876, 'Yes']",trial_1,44,60,age2-noQUD,2,two.wav,11.599816666666667
"[2350, 'No']",trial_1,45,60,age2-noQUD,0,all.wav,11.599816666666667
"[1717, 'No']",trial_1,46,60,age2-noQUD,0,summa.wav,11.599816666666667
"[3042, 'No']",trial_2,47,60,age2-noQUD,13,summa.wav,11.599816666666667
"[2077, 'Yes']",trial_2,48,60,age2-noQUD,13,all.wav,11.599816666666667
"[2851, 'No']",trial_2,49,60,age2-noQUD,13,summa.wav,11.599816666666667
"[1557, 'Yes']",trial_2,50,60,age2-noQUD,13,all.wav,11.599816666666667
"[2173, 'No']",trial_2,51,60,age2-noQUD,5,all.wav,11.599816666666667
