"","rawRT","key","audio","age_group","qud","slide_type","image","slide_number","workerid","Answer.time_in_minutes","speaker_cond"
"34158","1591","Yes","all.wav","age2","noQUD","practice_trial","13",7,428,9.8806,"age2no"
"34159","1716","Yes","all.wav","age2","noQUD","practice_trial","0",8,428,9.8806,"age2no"
"34160","2328","Yes","none.wav","age2","noQUD","practice_trial","0",9,428,9.8806,"age2no"
"34161","1947","Yes","summa.wav","age2","noQUD","trial_1","8",11,428,9.8806,"age2no"
"34162","6082","No","thirteen.wav","age2","noQUD","trial_1","11",12,428,9.8806,"age2no"
"34163","1872","No","five.wav","age2","noQUD","trial_1","0",13,428,9.8806,"age2no"
"34164","1409","Yes","all.wav","age2","noQUD","trial_1","13",14,428,9.8806,"age2no"
"34165","1850","No","four.wav","age2","noQUD","trial_1","5",15,428,9.8806,"age2no"
"34166","1870","Yes","none.wav","age2","noQUD","trial_1","0",16,428,9.8806,"age2no"
"34167","1516","No","all.wav","age2","noQUD","trial_1","2",17,428,9.8806,"age2no"
"34168","3620","No","summa.wav","age2","noQUD","trial_1","13",18,428,9.8806,"age2no"
"34169","1602","Yes","two.wav","age2","noQUD","trial_1","2",19,428,9.8806,"age2no"
"34170","1905","No","summa.wav","age2","noQUD","trial_1","13",20,428,9.8806,"age2no"
"34171","1459","No","summa.wav","age2","noQUD","trial_1","0",21,428,9.8806,"age2no"
"34172","3805","No","eleven.wav","age2","noQUD","trial_1","8",22,428,9.8806,"age2no"
"34173","1591","No","none.wav","age2","noQUD","trial_1","8",23,428,9.8806,"age2no"
"34174","1586","Yes","two.wav","age2","noQUD","trial_1","2",24,428,9.8806,"age2no"
"34175","3298","Yes","eight.wav","age2","noQUD","trial_1","8",25,428,9.8806,"age2no"
"34176","1518","No","eight.wav","age2","noQUD","trial_1","13",26,428,9.8806,"age2no"
"34177","1417","No","all.wav","age2","noQUD","trial_1","5",27,428,9.8806,"age2no"
"34178","1634","Yes","all.wav","age2","noQUD","trial_1","13",28,428,9.8806,"age2no"
"34179","1411","No","all.wav","age2","noQUD","trial_1","0",29,428,9.8806,"age2no"
"34180","1515","Yes","all.wav","age2","noQUD","trial_1","13",30,428,9.8806,"age2no"
"34181","1607","No","none.wav","age2","noQUD","trial_1","11",31,428,9.8806,"age2no"
"34182","1601","Yes","two.wav","age2","noQUD","trial_1","2",32,428,9.8806,"age2no"
"34183","1540","No","summa.wav","age2","noQUD","trial_1","0",33,428,9.8806,"age2no"
"34184","1761","No","eleven.wav","age2","noQUD","trial_1","0",34,428,9.8806,"age2no"
"34185","1525","Yes","none.wav","age2","noQUD","trial_1","0",35,428,9.8806,"age2no"
"34186","1778","No","ten.wav","age2","noQUD","trial_1","5",36,428,9.8806,"age2no"
"34187","4543","Yes","eleven.wav","age2","noQUD","trial_1","11",37,428,9.8806,"age2no"
"34188","1380","Yes","all.wav","age2","noQUD","trial_1","13",38,428,9.8806,"age2no"
"34189","1611","Yes","two.wav","age2","noQUD","trial_1","2",39,428,9.8806,"age2no"
"34190","1709","Yes","five.wav","age2","noQUD","trial_1","5",40,428,9.8806,"age2no"
"34191","1564","No","summa.wav","age2","noQUD","trial_1","13",41,428,9.8806,"age2no"
"34192","1710","No","all.wav","age2","noQUD","trial_1","11",42,428,9.8806,"age2no"
"34193","3667","Yes","summa.wav","age2","noQUD","trial_1","5",43,428,9.8806,"age2no"
"34194","1700","No","summa.wav","age2","noQUD","trial_1","13",44,428,9.8806,"age2no"
"34195","2742","Yes","eight.wav","age2","noQUD","trial_1","8",45,428,9.8806,"age2no"
"34196","4543","No","seven.wav","age2","noQUD","trial_1","11",46,428,9.8806,"age2no"
"34197","1309","No","none.wav","age2","noQUD","trial_2","13",47,428,9.8806,"age2no"
"34198","1504","No","all.wav","age2","noQUD","trial_2","5",48,428,9.8806,"age2no"
"34199","1475","No","three.wav","age2","noQUD","trial_2","0",49,428,9.8806,"age2no"
"34200","1508","Yes","two.wav","age2","noQUD","trial_2","2",50,428,9.8806,"age2no"
"34201","1643","No","summa.wav","age2","noQUD","trial_2","13",51,428,9.8806,"age2no"
"34202","3283","No","two.wav","age2","noQUD","trial_2","5",52,428,9.8806,"age2no"
"34203","1266","Yes","all.wav","age2","noQUD","trial_2","13",53,428,9.8806,"age2no"
"34204","1619","No","summa.wav","age2","noQUD","trial_2","0",54,428,9.8806,"age2no"
"34205","2009","No","summa.wav","age2","noQUD","trial_2","13",55,428,9.8806,"age2no"
"34206","2216","Yes","summa.wav","age2","noQUD","trial_2","2",56,428,9.8806,"age2no"
"34207","2649","Yes","eight.wav","age2","noQUD","trial_2","8",57,428,9.8806,"age2no"
"34208","2914","Yes","eight.wav","age2","noQUD","trial_2","8",58,428,9.8806,"age2no"
"34209","1403","Yes","five.wav","age2","noQUD","trial_2","5",59,428,9.8806,"age2no"
"34210","2233","No","none.wav","age2","noQUD","trial_2","0",60,428,9.8806,"age2no"
"34211","3187","No","all.wav","age2","noQUD","trial_2","8",61,428,9.8806,"age2no"
"34212","3939","No","one.wav","age2","noQUD","trial_2","11",62,428,9.8806,"age2no"
"34213","5459","No","ten.wav","age2","noQUD","trial_2","13",63,428,9.8806,"age2no"
"34214","1139","Yes","all.wav","age2","noQUD","trial_2","13",64,428,9.8806,"age2no"
"34215","1384","Yes","five.wav","age2","noQUD","trial_2","5",65,428,9.8806,"age2no"
"34216","2266","No","five.wav","age2","noQUD","trial_2","13",66,428,9.8806,"age2no"
"34217","1407","No","all.wav","age2","noQUD","trial_2","0",67,428,9.8806,"age2no"
"34218","1771","Yes","none.wav","age2","noQUD","trial_2","0",68,428,9.8806,"age2no"
"34219","1450","Yes","two.wav","age2","noQUD","trial_2","2",69,428,9.8806,"age2no"
"34220","1371","Yes","eleven.wav","age2","noQUD","trial_2","11",70,428,9.8806,"age2no"
"34221","3033","No","summa.wav","age2","noQUD","trial_2","13",71,428,9.8806,"age2no"
"34222","2195","No","two.wav","age2","noQUD","trial_2","8",72,428,9.8806,"age2no"
"34223","1708","No","summa.wav","age2","noQUD","trial_2","13",73,428,9.8806,"age2no"
"34224","1763","No","none.wav","age2","noQUD","trial_2","2",74,428,9.8806,"age2no"
"34225","1196","Yes","all.wav","age2","noQUD","trial_2","13",75,428,9.8806,"age2no"
"34226","1784","No","twelve.wav","age2","noQUD","trial_2","2",76,428,9.8806,"age2no"
"34227","1563","No","nine.wav","age2","noQUD","trial_2","5",77,428,9.8806,"age2no"
"34228","1517","No","summa.wav","age2","noQUD","trial_2","0",78,428,9.8806,"age2no"
"34229","3330","Yes","eight.wav","age2","noQUD","trial_2","8",79,428,9.8806,"age2no"
"34230","2539","Yes","summa.wav","age2","noQUD","trial_2","11",80,428,9.8806,"age2no"
"34231","1496","No","all.wav","age2","noQUD","trial_2","11",81,428,9.8806,"age2no"
"34232","1506","Yes","all.wav","age2","noQUD","trial_2","13",82,428,9.8806,"age2no"
"34233","0","Patricia","","age2","noQUD","bot_check","Patricia",1,429,17.7010166666667,"age2no"
"34234","0","Four","","age2","noQUD","audio_check","",3,429,17.7010166666667,"age2no"
"34235","3639","Yes","none.wav","age2","noQUD","practice_trial","13",6,429,17.7010166666667,"age2no"
"34236","5628","Yes","all.wav","age2","noQUD","practice_trial","13",7,429,17.7010166666667,"age2no"
"34237","3216","No","all.wav","age2","noQUD","practice_trial","0",8,429,17.7010166666667,"age2no"
"34238","5396","Yes","none.wav","age2","noQUD","practice_trial","0",9,429,17.7010166666667,"age2no"
"34239","6194","No","four.wav","age2","noQUD","trial_1","5",11,429,17.7010166666667,"age2no"
"34240","3655","Yes","summa.wav","age2","noQUD","trial_1","13",12,429,17.7010166666667,"age2no"
"34241","2271","Yes","none.wav","age2","noQUD","trial_1","0",13,429,17.7010166666667,"age2no"
"34242","3378","Yes","summa.wav","age2","noQUD","trial_1","13",14,429,17.7010166666667,"age2no"
"34243","3989","No","summa.wav","age2","noQUD","trial_1","0",15,429,17.7010166666667,"age2no"
"34244","2524","Yes","all.wav","age2","noQUD","trial_1","13",16,429,17.7010166666667,"age2no"
"34245","3946","No","none.wav","age2","noQUD","trial_1","8",17,429,17.7010166666667,"age2no"
"34246","4163","Yes","two.wav","age2","noQUD","trial_1","2",18,429,17.7010166666667,"age2no"
"34247","3262","No","all.wav","age2","noQUD","trial_1","5",19,429,17.7010166666667,"age2no"
"34248","3592","No","five.wav","age2","noQUD","trial_1","0",20,429,17.7010166666667,"age2no"
"34249","5106","No","eleven.wav","age2","noQUD","trial_1","8",21,429,17.7010166666667,"age2no"
"34250","4020","Yes","eight.wav","age2","noQUD","trial_1","8",22,429,17.7010166666667,"age2no"
"34251","3179","Yes","summa.wav","age2","noQUD","trial_1","8",23,429,17.7010166666667,"age2no"
"34252","17923","No","eight.wav","age2","noQUD","trial_1","13",24,429,17.7010166666667,"age2no"
"34253","6255","Yes","two.wav","age2","noQUD","trial_1","2",25,429,17.7010166666667,"age2no"
"34254","6124","No","thirteen.wav","age2","noQUD","trial_1","11",26,429,17.7010166666667,"age2no"
"34255","2778","Yes","all.wav","age2","noQUD","trial_1","13",27,429,17.7010166666667,"age2no"
"34256","2433","No","all.wav","age2","noQUD","trial_1","2",28,429,17.7010166666667,"age2no"
"34257","5803","Yes","summa.wav","age2","noQUD","trial_1","0",29,429,17.7010166666667,"age2no"
"34258","2437","Yes","summa.wav","age2","noQUD","trial_1","13",30,429,17.7010166666667,"age2no"
"34259","4919","Yes","eleven.wav","age2","noQUD","trial_1","11",31,429,17.7010166666667,"age2no"
"34260","2140","Yes","none.wav","age2","noQUD","trial_1","0",32,429,17.7010166666667,"age2no"
"34261","2414","No","none.wav","age2","noQUD","trial_1","11",33,429,17.7010166666667,"age2no"
"34262","4781","Yes","eight.wav","age2","noQUD","trial_1","8",34,429,17.7010166666667,"age2no"
"34263","2427","Yes","summa.wav","age2","noQUD","trial_1","5",35,429,17.7010166666667,"age2no"
"34264","2712","No","ten.wav","age2","noQUD","trial_1","5",36,429,17.7010166666667,"age2no"
"34265","3510","No","seven.wav","age2","noQUD","trial_1","11",37,429,17.7010166666667,"age2no"
"34266","1999","Yes","two.wav","age2","noQUD","trial_1","2",38,429,17.7010166666667,"age2no"
"34267","2410","No","all.wav","age2","noQUD","trial_1","0",39,429,17.7010166666667,"age2no"
"34268","1813","Yes","two.wav","age2","noQUD","trial_1","2",40,429,17.7010166666667,"age2no"
"34269","2155","Yes","all.wav","age2","noQUD","trial_1","13",41,429,17.7010166666667,"age2no"
"34270","2803","No","eleven.wav","age2","noQUD","trial_1","0",42,429,17.7010166666667,"age2no"
"34271","2472","Yes","all.wav","age2","noQUD","trial_1","13",43,429,17.7010166666667,"age2no"
"34272","1885","Yes","five.wav","age2","noQUD","trial_1","5",44,429,17.7010166666667,"age2no"
"34273","2698","No","all.wav","age2","noQUD","trial_1","11",45,429,17.7010166666667,"age2no"
"34274","4526","Yes","summa.wav","age2","noQUD","trial_1","13",46,429,17.7010166666667,"age2no"
"34275","1795","Yes","five.wav","age2","noQUD","trial_2","5",47,429,17.7010166666667,"age2no"
"34276","3172","Yes","eight.wav","age2","noQUD","trial_2","8",48,429,17.7010166666667,"age2no"
"34277","1588","Yes","all.wav","age2","noQUD","trial_2","13",49,429,17.7010166666667,"age2no"
"34278","10934","No","two.wav","age2","noQUD","trial_2","5",50,429,17.7010166666667,"age2no"
"34279","4352","Yes","eight.wav","age2","noQUD","trial_2","8",51,429,17.7010166666667,"age2no"
"34280","2549","No","summa.wav","age2","noQUD","trial_2","0",52,429,17.7010166666667,"age2no"
"34281","2105","No","all.wav","age2","noQUD","trial_2","8",53,429,17.7010166666667,"age2no"
"34282","2445","No","all.wav","age2","noQUD","trial_2","5",54,429,17.7010166666667,"age2no"
"34283","1308","Yes","all.wav","age2","noQUD","trial_2","13",55,429,17.7010166666667,"age2no"
"34284","2246","Yes","summa.wav","age2","noQUD","trial_2","2",56,429,17.7010166666667,"age2no"
"34285","28927","No","three.wav","age2","noQUD","trial_2","0",57,429,17.7010166666667,"age2no"
"34286","1859","No","none.wav","age2","noQUD","trial_2","13",58,429,17.7010166666667,"age2no"
"34287","7279","No","one.wav","age2","noQUD","trial_2","11",59,429,17.7010166666667,"age2no"
"34288","1584","Yes","two.wav","age2","noQUD","trial_2","2",60,429,17.7010166666667,"age2no"
"34289","2171","Yes","none.wav","age2","noQUD","trial_2","0",61,429,17.7010166666667,"age2no"
"34290","5446","No","ten.wav","age2","noQUD","trial_2","13",62,429,17.7010166666667,"age2no"
"34291","2637","Yes","summa.wav","age2","noQUD","trial_2","13",63,429,17.7010166666667,"age2no"
"34292","2006","Yes","summa.wav","age2","noQUD","trial_2","13",64,429,17.7010166666667,"age2no"
"34293","1167","Yes","all.wav","age2","noQUD","trial_2","13",65,429,17.7010166666667,"age2no"
"34294","3981","Yes","eight.wav","age2","noQUD","trial_2","8",66,429,17.7010166666667,"age2no"
"34295","2796","Yes","summa.wav","age2","noQUD","trial_2","11",67,429,17.7010166666667,"age2no"
"34296","2418","No","none.wav","age2","noQUD","trial_2","2",68,429,17.7010166666667,"age2no"
"34297","2762","Yes","none.wav","age2","noQUD","trial_2","0",69,429,17.7010166666667,"age2no"
"34298","6322","Yes","twelve.wav","age2","noQUD","trial_2","2",70,429,17.7010166666667,"age2no"
"34299","1386","Yes","all.wav","age2","noQUD","trial_2","13",71,429,17.7010166666667,"age2no"
"34300","2587","No","two.wav","age2","noQUD","trial_2","8",72,429,17.7010166666667,"age2no"
"34301","20516","Yes","all.wav","age2","noQUD","trial_2","0",73,429,17.7010166666667,"age2no"
"34302","2500","No","nine.wav","age2","noQUD","trial_2","5",74,429,17.7010166666667,"age2no"
"34303","2296","Yes","five.wav","age2","noQUD","trial_2","5",75,429,17.7010166666667,"age2no"
"34304","5018","No","all.wav","age2","noQUD","trial_2","11",76,429,17.7010166666667,"age2no"
"34305","2787","Yes","summa.wav","age2","noQUD","trial_2","13",77,429,17.7010166666667,"age2no"
"34306","8665","Yes","eleven.wav","age2","noQUD","trial_2","11",78,429,17.7010166666667,"age2no"
"34307","2302","No","summa.wav","age2","noQUD","trial_2","0",79,429,17.7010166666667,"age2no"
"34308","2604","Yes","summa.wav","age2","noQUD","trial_2","13",80,429,17.7010166666667,"age2no"
"34309","5530","No","five.wav","age2","noQUD","trial_2","13",81,429,17.7010166666667,"age2no"
"34310","1390","Yes","two.wav","age2","noQUD","trial_2","2",82,429,17.7010166666667,"age2no"
"34311","0","Jennifer","","age2","noQUD","bot_check","Jennifer",1,430,9.5282,"age2no"
"34312","0","Four","","age2","noQUD","audio_check","",3,430,9.5282,"age2no"
"34313","1746","No","none.wav","age2","noQUD","practice_trial","13",6,430,9.5282,"age2no"
"34314","1421","Yes","all.wav","age2","noQUD","practice_trial","13",7,430,9.5282,"age2no"
"34315","1596","No","all.wav","age2","noQUD","practice_trial","0",8,430,9.5282,"age2no"
"34316","2582","Yes","none.wav","age2","noQUD","practice_trial","0",9,430,9.5282,"age2no"
"34317","4860","No","eleven.wav","age2","noQUD","trial_1","8",11,430,9.5282,"age2no"
"34318","2066","Yes","none.wav","age2","noQUD","trial_1","0",12,430,9.5282,"age2no"
"34319","3688","No","four.wav","age2","noQUD","trial_1","5",13,430,9.5282,"age2no"
"34320","2216","No","none.wav","age2","noQUD","trial_1","8",14,430,9.5282,"age2no"
"34321","2049","Yes","summa.wav","age2","noQUD","trial_1","8",15,430,9.5282,"age2no"
"34322","3996","Yes","eight.wav","age2","noQUD","trial_1","8",16,430,9.5282,"age2no"
"34323","1386","Yes","all.wav","age2","noQUD","trial_1","13",17,430,9.5282,"age2no"
"34324","2168","No","five.wav","age2","noQUD","trial_1","0",18,430,9.5282,"age2no"
"34325","2685","No","eight.wav","age2","noQUD","trial_1","13",19,430,9.5282,"age2no"
"34326","4295","Yes","two.wav","age2","noQUD","trial_1","2",20,430,9.5282,"age2no"
"34327","6046","No","thirteen.wav","age2","noQUD","trial_1","11",21,430,9.5282,"age2no"
"34328","3396","No","summa.wav","age2","noQUD","trial_1","13",22,430,9.5282,"age2no"
"34329","2998","No","summa.wav","age2","noQUD","trial_1","13",23,430,9.5282,"age2no"
"34330","2189","No","summa.wav","age2","noQUD","trial_1","0",24,430,9.5282,"age2no"
"34331","2680","No","all.wav","age2","noQUD","trial_1","5",25,430,9.5282,"age2no"
"34332","2646","Yes","two.wav","age2","noQUD","trial_1","2",26,430,9.5282,"age2no"
"34333","1932","No","all.wav","age2","noQUD","trial_1","2",27,430,9.5282,"age2no"
"34334","1948","Yes","all.wav","age2","noQUD","trial_1","13",28,430,9.5282,"age2no"
"34335","1817","No","summa.wav","age2","noQUD","trial_1","13",29,430,9.5282,"age2no"
"34336","2216","No","none.wav","age2","noQUD","trial_1","11",30,430,9.5282,"age2no"
"34337","2998","Yes","eight.wav","age2","noQUD","trial_1","8",31,430,9.5282,"age2no"
"34338","1588","Yes","all.wav","age2","noQUD","trial_1","13",32,430,9.5282,"age2no"
"34339","1831","Yes","five.wav","age2","noQUD","trial_1","5",33,430,9.5282,"age2no"
"34340","1646","No","all.wav","age2","noQUD","trial_1","11",34,430,9.5282,"age2no"
"34341","1406","Yes","all.wav","age2","noQUD","trial_1","13",35,430,9.5282,"age2no"
"34342","2255","No","eleven.wav","age2","noQUD","trial_1","0",36,430,9.5282,"age2no"
"34343","4369","Yes","eleven.wav","age2","noQUD","trial_1","11",37,430,9.5282,"age2no"
"34344","1673","No","all.wav","age2","noQUD","trial_1","0",38,430,9.5282,"age2no"
"34345","1814","No","summa.wav","age2","noQUD","trial_1","0",39,430,9.5282,"age2no"
"34346","2746","Yes","seven.wav","age2","noQUD","trial_1","11",40,430,9.5282,"age2no"
"34347","1881","Yes","two.wav","age2","noQUD","trial_1","2",41,430,9.5282,"age2no"
"34348","1698","Yes","none.wav","age2","noQUD","trial_1","0",42,430,9.5282,"age2no"
"34349","1730","No","ten.wav","age2","noQUD","trial_1","5",43,430,9.5282,"age2no"
"34350","2357","Yes","summa.wav","age2","noQUD","trial_1","5",44,430,9.5282,"age2no"
"34351","1787","Yes","two.wav","age2","noQUD","trial_1","2",45,430,9.5282,"age2no"
"34352","1858","No","summa.wav","age2","noQUD","trial_1","13",46,430,9.5282,"age2no"
"34353","2444","Yes","eight.wav","age2","noQUD","trial_2","8",47,430,9.5282,"age2no"
"34354","1702","No","summa.wav","age2","noQUD","trial_2","13",48,430,9.5282,"age2no"
"34355","2098","Yes","eight.wav","age2","noQUD","trial_2","8",49,430,9.5282,"age2no"
"34356","2329","Yes","summa.wav","age2","noQUD","trial_2","2",50,430,9.5282,"age2no"
"34357","1798","No","none.wav","age2","noQUD","trial_2","13",51,430,9.5282,"age2no"
"34358","1809","No","summa.wav","age2","noQUD","trial_2","0",52,430,9.5282,"age2no"
"34359","1781","No","three.wav","age2","noQUD","trial_2","0",53,430,9.5282,"age2no"
"34360","1771","No","two.wav","age2","noQUD","trial_2","5",54,430,9.5282,"age2no"
"34361","1640","Yes","five.wav","age2","noQUD","trial_2","5",55,430,9.5282,"age2no"
"34362","1702","Yes","all.wav","age2","noQUD","trial_2","13",56,430,9.5282,"age2no"
"34363","2173","No","ten.wav","age2","noQUD","trial_2","13",57,430,9.5282,"age2no"
"34364","1649","No","summa.wav","age2","noQUD","trial_2","13",58,430,9.5282,"age2no"
"34365","1879","No","one.wav","age2","noQUD","trial_2","11",59,430,9.5282,"age2no"
"34366","1862","Yes","two.wav","age2","noQUD","trial_2","2",60,430,9.5282,"age2no"
"34367","1872","No","all.wav","age2","noQUD","trial_2","8",61,430,9.5282,"age2no"
"34368","1479","Yes","all.wav","age2","noQUD","trial_2","13",62,430,9.5282,"age2no"
"34369","1798","Yes","none.wav","age2","noQUD","trial_2","0",63,430,9.5282,"age2no"
"34370","1509","No","all.wav","age2","noQUD","trial_2","5",64,430,9.5282,"age2no"
"34371","2020","No","none.wav","age2","noQUD","trial_2","2",65,430,9.5282,"age2no"
"34372","2196","No","two.wav","age2","noQUD","trial_2","8",66,430,9.5282,"age2no"
"34373","1483","No","summa.wav","age2","noQUD","trial_2","0",67,430,9.5282,"age2no"
"34374","1443","Yes","five.wav","age2","noQUD","trial_2","5",68,430,9.5282,"age2no"
"34375","1732","No","twelve.wav","age2","noQUD","trial_2","2",69,430,9.5282,"age2no"
"34376","1840","Yes","two.wav","age2","noQUD","trial_2","2",70,430,9.5282,"age2no"
"34377","1677","No","all.wav","age2","noQUD","trial_2","11",71,430,9.5282,"age2no"
"34378","1604","Yes","none.wav","age2","noQUD","trial_2","0",72,430,9.5282,"age2no"
"34379","1536","No","all.wav","age2","noQUD","trial_2","0",73,430,9.5282,"age2no"
"34380","1542","No","five.wav","age2","noQUD","trial_2","13",74,430,9.5282,"age2no"
"34381","1900","Yes","summa.wav","age2","noQUD","trial_2","11",75,430,9.5282,"age2no"
"34382","1608","No","summa.wav","age2","noQUD","trial_2","13",76,430,9.5282,"age2no"
"34383","1562","Yes","all.wav","age2","noQUD","trial_2","13",77,430,9.5282,"age2no"
"34384","2252","Yes","eleven.wav","age2","noQUD","trial_2","11",78,430,9.5282,"age2no"
"34385","1420","Yes","all.wav","age2","noQUD","trial_2","13",79,430,9.5282,"age2no"
"34386","1780","No","summa.wav","age2","noQUD","trial_2","13",80,430,9.5282,"age2no"
"34387","2094","No","nine.wav","age2","noQUD","trial_2","5",81,430,9.5282,"age2no"
"34388","4277","Yes","eight.wav","age2","noQUD","trial_2","8",82,430,9.5282,"age2no"
"34389","0","Linda","","age2","noQUD","bot_check","Linda",1,431,9.21823333333333,"age2no"
"34390","0","Four","","age2","noQUD","audio_check","",3,431,9.21823333333333,"age2no"
"34391","2744","No","none.wav","age2","noQUD","practice_trial","13",6,431,9.21823333333333,"age2no"
"34392","3128","Yes","all.wav","age2","noQUD","practice_trial","13",7,431,9.21823333333333,"age2no"
"34393","1553","No","all.wav","age2","noQUD","practice_trial","0",8,431,9.21823333333333,"age2no"
"34394","2627","Yes","none.wav","age2","noQUD","practice_trial","0",9,431,9.21823333333333,"age2no"
"34395","5792","Yes","eight.wav","age2","noQUD","trial_1","8",11,431,9.21823333333333,"age2no"
"34396","1602","Yes","all.wav","age2","noQUD","trial_1","13",12,431,9.21823333333333,"age2no"
"34397","1764","No","all.wav","age2","noQUD","trial_1","5",13,431,9.21823333333333,"age2no"
"34398","2172","No","four.wav","age2","noQUD","trial_1","5",14,431,9.21823333333333,"age2no"
"34399","1986","No","summa.wav","age2","noQUD","trial_1","0",15,431,9.21823333333333,"age2no"
"34400","3109","Yes","summa.wav","age2","noQUD","trial_1","8",16,431,9.21823333333333,"age2no"
"34401","7998","No","thirteen.wav","age2","noQUD","trial_1","11",17,431,9.21823333333333,"age2no"
"34402","4535","No","eight.wav","age2","noQUD","trial_1","13",18,431,9.21823333333333,"age2no"
"34403","1939","Yes","two.wav","age2","noQUD","trial_1","2",19,431,9.21823333333333,"age2no"
"34404","1635","No","all.wav","age2","noQUD","trial_1","2",20,431,9.21823333333333,"age2no"
"34405","1566560155133","No","all.wav","age2","noQUD","trial_1","13",21,431,9.21823333333333,"age2no"
"34406","1629","No","five.wav","age2","noQUD","trial_1","0",22,431,9.21823333333333,"age2no"
"34407","1711","No","summa.wav","age2","noQUD","trial_1","13",23,431,9.21823333333333,"age2no"
"34408","1674","Yes","two.wav","age2","noQUD","trial_1","2",24,431,9.21823333333333,"age2no"
"34409","4890","No","eleven.wav","age2","noQUD","trial_1","8",25,431,9.21823333333333,"age2no"
"34410","1862","Yes","none.wav","age2","noQUD","trial_1","0",26,431,9.21823333333333,"age2no"
"34411","1739","No","none.wav","age2","noQUD","trial_1","8",27,431,9.21823333333333,"age2no"
"34412","1694","No","summa.wav","age2","noQUD","trial_1","13",28,431,9.21823333333333,"age2no"
"34413","1375","Yes","all.wav","age2","noQUD","trial_1","13",29,431,9.21823333333333,"age2no"
"34414","1715","Yes","none.wav","age2","noQUD","trial_1","0",30,431,9.21823333333333,"age2no"
"34415","1515","Yes","two.wav","age2","noQUD","trial_1","2",31,431,9.21823333333333,"age2no"
"34416","1553","No","none.wav","age2","noQUD","trial_1","11",32,431,9.21823333333333,"age2no"
"34417","2150","Yes","summa.wav","age2","noQUD","trial_1","5",33,431,9.21823333333333,"age2no"
"34418","3703","No","seven.wav","age2","noQUD","trial_1","11",34,431,9.21823333333333,"age2no"
"34419","1783","No","summa.wav","age2","noQUD","trial_1","13",35,431,9.21823333333333,"age2no"
"34420","1833","No","eleven.wav","age2","noQUD","trial_1","0",36,431,9.21823333333333,"age2no"
"34421","5584","Yes","eleven.wav","age2","noQUD","trial_1","11",37,431,9.21823333333333,"age2no"
"34422","1507","No","all.wav","age2","noQUD","trial_1","0",38,431,9.21823333333333,"age2no"
"34423","1705","Yes","all.wav","age2","noQUD","trial_1","13",39,431,9.21823333333333,"age2no"
"34424","1434","No","summa.wav","age2","noQUD","trial_1","0",40,431,9.21823333333333,"age2no"
"34425","1500","No","ten.wav","age2","noQUD","trial_1","5",41,431,9.21823333333333,"age2no"
"34426","1494","No","summa.wav","age2","noQUD","trial_1","13",42,431,9.21823333333333,"age2no"
"34427","1521","No","all.wav","age2","noQUD","trial_1","11",43,431,9.21823333333333,"age2no"
"34428","1573","Yes","two.wav","age2","noQUD","trial_1","2",44,431,9.21823333333333,"age2no"
"34429","3251","Yes","eight.wav","age2","noQUD","trial_1","8",45,431,9.21823333333333,"age2no"
"34430","1374","Yes","five.wav","age2","noQUD","trial_1","5",46,431,9.21823333333333,"age2no"
"34431","1230","No","summa.wav","age2","noQUD","trial_2","13",47,431,9.21823333333333,"age2no"
"34432","1668","No","one.wav","age2","noQUD","trial_2","11",48,431,9.21823333333333,"age2no"
"34433","1427","Yes","five.wav","age2","noQUD","trial_2","5",49,431,9.21823333333333,"age2no"
"34434","1547","No","two.wav","age2","noQUD","trial_2","5",50,431,9.21823333333333,"age2no"
"34435","1288","No","all.wav","age2","noQUD","trial_2","5",51,431,9.21823333333333,"age2no"
"34436","1116","No","none.wav","age2","noQUD","trial_2","13",52,431,9.21823333333333,"age2no"
"34437","818","Yes","all.wav","age2","noQUD","trial_2","13",53,431,9.21823333333333,"age2no"
"34438","2578","Yes","eight.wav","age2","noQUD","trial_2","8",54,431,9.21823333333333,"age2no"
"34439","2079","Yes","none.wav","age2","noQUD","trial_2","0",55,431,9.21823333333333,"age2no"
"34440","1453","No","three.wav","age2","noQUD","trial_2","0",56,431,9.21823333333333,"age2no"
"34441","5685","Yes","eight.wav","age2","noQUD","trial_2","8",57,431,9.21823333333333,"age2no"
"34442","1458","No","summa.wav","age2","noQUD","trial_2","0",58,431,9.21823333333333,"age2no"
"34443","2598","No","ten.wav","age2","noQUD","trial_2","13",59,431,9.21823333333333,"age2no"
"34444","2134","Yes","summa.wav","age2","noQUD","trial_2","2",60,431,9.21823333333333,"age2no"
"34445","1396","No","summa.wav","age2","noQUD","trial_2","13",61,431,9.21823333333333,"age2no"
"34446","1250","Yes","two.wav","age2","noQUD","trial_2","2",62,431,9.21823333333333,"age2no"
"34447","1160","Yes","all.wav","age2","noQUD","trial_2","13",63,431,9.21823333333333,"age2no"
"34448","1433","No","all.wav","age2","noQUD","trial_2","8",64,431,9.21823333333333,"age2no"
"34449","6914","Yes","eleven.wav","age2","noQUD","trial_2","11",65,431,9.21823333333333,"age2no"
"34450","1220","No","summa.wav","age2","noQUD","trial_2","13",66,431,9.21823333333333,"age2no"
"34451","1364","No","all.wav","age2","noQUD","trial_2","0",67,431,9.21823333333333,"age2no"
"34452","1286","No","all.wav","age2","noQUD","trial_2","11",68,431,9.21823333333333,"age2no"
"34453","1427","Yes","five.wav","age2","noQUD","trial_2","5",69,431,9.21823333333333,"age2no"
"34454","1460","No","summa.wav","age2","noQUD","trial_2","0",70,431,9.21823333333333,"age2no"
